MelingoId,Pos,Entry,TranslationFull,TranslationFlash,CorrectAns,CorrectAns2,CorrectAns3,Distractor1,Distractor2,Distractor3,DistractorEN1,DistractorEN2,DistractorEN3,UsageNote,Succeed,Failed,PronunciationFile,ImageFile,ManualEdit,LastUpadte,UsageNodeType,,,,,,,,,,,,
574,6,accident-prone,con tendencia a accidentes,,con tendencia a accidentes,,,constitucional,circunstancial,consiguiente,,,,,,,,,,,3,,,,,,,,,,,,
578,1,acclaim,aclamación, elogio,,aclamación,,,acrobacia,aguamanil,afluencia,,,,,,,1,,,,3,,,,,,,,,,,
580,1,acclamation,aclamación,,aclamación,,,aclaración,aceptación,afirmación,,,,,,,1,,,,3,,,,,,,,,,,,
585,8,acclimatize,aclimatar,,aclimatar,,,aclimatarse a,aquilatar,ambientar,,,,,,,1,,,,3,,,,,,,,,,,,
587,1,accolade,elogio; galardón,,elogio,,abstract nouns,aprecio,disguste,deseo,,,,,,,1,                              ,,24:25.8,3,,,,,,,,,,,,
588,8,accommodate,acomodar, adaptar; tener en cuenta, satisfacer; dar cabida a, tener cabida para,,acomodar,,,acomodarse,acomodarse a,acalorarse,,,,,,,1,,,,3,,,,,,,,,
589,6,accommodating,servicial, complaciente,,servicial,,,sensacional,sensacionalista,semifinalista,,,,,,,1,,,,3,,,,,,,,,,,
590,1,accommodation,adaptación, adecuación,,adaptación,,,ayuntamiento,aceptabilidad,acoplamiento,,,,,,,1,,,,3,,,,,,,,,,,
596,1,accommodations,alojamiento, hospedaje,,alojamiento,,,dar aliento a,adolescencia,aislacionismo,,,,,,,,,,,3,,,,,,,,,,,
599,1,accompaniment,acompañamiento,,acompañamiento,,,acompañante,acontecimiento,amontonamiento,,,,,,,1,,,,3,,,,,,,,,,,,
600,1,accompanist,acompañante,,acompañante,,,adolescente,acotamiento,al instante,,,,,,,1,,,,3,,,,,,,,,,,,
601,8,accompany,acompañar,,acompañar,,,acorralar,acoquinar,acordonar,,,,,,,1,,,,3,,,,,,,,,,,,
602,1,accomplice,cómplice,,cómplice,,,complacencia,complicidad,complicación,,,,,,,1,,,,3,,,,,,,,,,,,
603,8,accomplish,efectuar, realizar, lograr,llevar a cabo,,efectuar,,,ejecutar,electrificar,electrizar,,,,,,,1,,,,3,,,,,,,,,
604,6,accomplished,consumado, logrado,,consumado,,,consumible,consonante,conmovedor,,,,,,,,,,,3,,,,,,,,,,,
605,1,accomplishment,logro, éxito; destreza, habilidad,,logro,,,largometraje,localización,lugarteniente,,,,,,,1,,,,3,,,,,,,,,,
606,1,accord,acuerdo, convenio; voluntad,,acuerdo,,,acierto,acusado,acreedor,,,,,,,1,,,,3,,,,,,,,,,,
608,1,accordance,acuerdo, conformidad,,acuerdo,,,acreedor,acusador,acuarela,,,,,,,1,,,,3,,,,,,,,,,,
609,6,accordant,acorde, armonioso, concorde,,acorde,,,acordeecon,acordado,acorazado,,,,,,,/a/accord03.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,
612,0,according to,de acuerdo con,,segun,,,secundaria,seguimiento,sexualidad,,,,,,,,,,,3,,,,,,,,,,,,
615,10,accordingly,en consecuencia; por consiguiente, por lo tanto,,en consecuencia,,,enteramente,exactamente,escasamente,,,,,,,1,,,,3,,,,,,,,,,,
616,1,accordion,acordeón,,acordeón,,,accidente,atardecer,abordaje,,,,,,,1,,,,3,,,,,,,,,,,,
618,8,accost,abordar,dirigirse a,,abordar,,,acordar,abortar,abollar,,,,,,,1,,,,3,,,,,,,,,,,
619,1,accouchement,parto, alumbramiento,,parto,,,participación,pantorrilla,parroquiano,,,,,,,1,,,,3,,,,,,,,,,,
620,1,accoucheur,partero, obstetra,,partero,,,portería,portavoz,portafolio,,,,,,,1,,,,3,,,,,,,,,,,
621,1,account,cuenta; versión, explicación; relato, informe; importancia,,cuenta,,business,factura,contrato,multa,,,,,,,1,                              ,,48:43.9,3,,,,,,,,,,
624,8,account for,dar cuenta de, explicar,,dar cuenta de,,,desorientarse,parlamentar,desorientar,,,,,,,,,,,3,,,,,,,,,,,
625,1,accountability,responsabilidad,,responsabilidad,,,respetuosidad,restauración,inaccesibilidad,,,,,,,1,,,,3,,,,,,,,,,,,
626,6,accountable,responsable,,responsable,,,dispensable,reprensible,reprochable,,,,,,,1,,,,3,,,,,,,,,,,,
628,1,accountant,contador, -dora; contable,,contable,,professions,abogado,juez,consejero,,,,,,,1,                              ,,14:05.3,3,,,,,,,,,,,
629,1,accounting,contabilidad,,contabilidad,,,culpabilidad,flotabilidad,credibilidad,,,,,,,1,,,,3,,,,,,,,,,,,
631,0,accounts receivable,cuentas por cobrar,,cuentas por cobrar,,,constitucionalidad,contrarrevolución,agente de tráfico,,,,,,,,,,,3,,,,,,,,,,,,
634,1,Accra,Accra,,Accra,,,acera,acero,actriz,,,,,,,1,,,,3,,,,,,,,,,,,
635,8,accredit,acreditar, autorizar,,acreditar,,,arrebatar,aproximar,apresurar,,,,,,,1,,,,3,,,,,,,,,,,
638,1,accretion,acrecentamiento, aumento; acreción, acrecencia (producto),,acrecentamiento,,,accidentado,acrimonia,aprehensión,,,,,,,/GetSoundByMelingoID/638,,,57:59.2,3,,,,,,,,,,
641,1,accrual,incremento, acumulación,,incremento,,,informe,ingreso,incienso,,,,,,,1,,,,3,,,,,,,,,,,
643,8,accrue,acumularse, aumentarse,,acumularse,,advanced verbs,actuar,acomodar,alumbrar,,,,,,,1,                              ,,07:44.6,3,,,,,,,,,,,
648,8,accumulate,acumular, amontonar; acumularse,amontonarse,,acumular,,,acumularse,acicalarse,acomodarse,,,,,,,1,,,,3,,,,,,,,,,
649,1,accumulation,acumulación, amontonamiento,,acumulación,,,asimilación,alucinación,aceleración,,,,,,,1,,,,3,,,,,,,,,,,
650,6,accumulative,acumulativo,,acumulativo,,,alternativo,acomodaticio,acomplejado,,,,,,,1,,,,3,,,,,,,,,,,,
651,1,accumulator,acumulador,,acumulador,,,acumulación,acomodador,acelerador,,,,,,,1,,,,3,,,,,,,,,,,,
652,1,accuracy,exactitud, precisión,,exactitud,,,exacción,exaltación,expositor,,,,,,,1,,,,3,,,,,,,,,,,
653,6,accurate,exacto, correcto, fiel, preciso,,exacto,,basic adjectives,asertado,incorrecto,lento,,,,,,,1,                              ,,53:04.8,3,,,,,,,,,
654,10,accurately,con exactitud,,con exactitud,,,conforme,cantidad,comúnmente,,,,,,,,,,,3,,,,,,,,,,,,
660,1,accusation,acusación,,acusación,,,actuación,acotación,adulación,,,,,,,1,,,,3,,,,,,,,,,,,
661,6,accusative,acusativo,,acusativo,,,acusatorio,agusanado,atractivo,,,,,,,1,,,,3,,,,,,,,,,,,
664,8,accuse,acusar, delatar, denunciar,,acusar,,,acusarse,abusar,acosar,,,,,,,1,,,,3,,,,,,,,,,
665,1,accused,acusado, -da,,acusado,,,acusador,abusador,acabado,,,,,,,,,,,3,,,,,,,,,,,
666,1,accuser,acusador, -dora,,acusador,,,acusado,abusador,adulador,,,,,,,,,,,3,,,,,,,,,,,
670,8,accustom,acostumbrar, habituar,,acostumbrar,,,acostar,acontecer,acostarse,,,,,,,1,,,,3,,,,,,,,,,,
671,6,accustomed,usual, habitual; acostumbrado,,usual,,,asfaltado,escalonado,igualado,,,,,,,1,,,,3,,,,,,,,,,,
672,1,ace,as,,as,,,asilo,asco,asa,,,,,,,1,,,,3,,,,,,,,,,,,
675,6,acentric,acéntrico,,acéntrico,,,académico,acendrado,acentuado,,,,,,,1,,,,3,,,,,,,,,,,,
679,6,acerb,acerbo,,acerbo,,,acerado,alerto,afecto,,,,,,,1,,,,3,,,,,,,,,,,,
681,6,acerbic,acerbo, mordaz,,acerbo,,,aceitoso,acerado,acertado,,,,,,,1,,,,3,,,,,,,,,,,
687,1,acetaldehyde,acetaldeído,,acetaldeído,,,acatamiento,acotamiento,actualidad,,,,,,,1,,,,3,,,,,,,,,,,,
689,1,acetaminophen,acetaminofén, paracenatol,,acetaminofén,,,acatamiento,acotamiento,agotamiento,,,,,,,1,,,,3,,,,,,,,,,,
691,1,acetate,acetato,,acetato,,,apetito,alegato,aledaños,,,,,,,1,,,,3,,,,,,,,,,,,
692,6,acetic,acético,,acético,,,anémico,apático,arcaico,,,,,,,,,,,3,,,,,,,,,,,,
699,1,acetone,acetona,,acetona,,,acero,asesinato,abeto,,,,,,,1,,,,3,,,,,,,,,,,,
702,1,acetyl,acetil,,acetil,,,apetito,acerico,acetato,,,,,,,1,,,,3,,,,,,,,,,,,
703,0,acetyl coenzyme A,acetil coenzima A,,acetil coenzima A,,,aceite de oliva,anquilosamiento,antiimperialismo,,,,,,,,,,,3,,,,,,,,,,,,
704,8,acetylate,acetilato,,acetilato,,,acelerar,acentuar,acumular,,,,,,,1,,,,3,,,,,,,,,,,,
705,1,acetylcholine,acetilcolina,,acetilcolina,,,aceptabilidad,accesibilidad,acentuación,,,,,,,1,,,,3,,,,,,,,,,,,
706,1,acetylcholinesterase,acetilcolinesterasa,,acetilcolinesterasa,,,apellido de soltera,artículos de tocador,aire acondicionado,,,,,,,1,,,,3,,,,,,,,,,,,
707,1,acetylene,acetileno,,acetileno,,,abstinencia,aborigen,alquiler,,,,,,,1,,,,3,,,,,,,,,,,,
709,0,acetylsalicylic acid,ácido acetilsalicílico,,ácido acetilsalicílico,,,fuegos artificiales,fabricación en serie,en pie de igualdad,,,,,,,1,,,,3,,,,,,,,,,,,
716,1,ache,dolor,,dolor,,,color,dólar,dador,,,,,,,1,,,,3,,,,,,,,,,,,
726,8,achieve,lograr, alcanzar, conseguir, realizar,,lograr,,,lograrse,lacrar,lucrarse,,,,,,,1,,,,3,,,,,,,,,
729,1,achievement,logro, éxito, realización,,logro,,,latrocinio,legionario,logística,,,,,,,1,,,,3,,,,,,,,,,
732,1,achiever,triunfador,,triunfador,,,trabajador,triunfo,trinidad,,,,,,,,,,,3,,,,,,,,,,,,
733,1,Achilles,Aquiles,,Aquiles,,,aguilera,aguilón,alfiler,,,,,,,1,,,,3,,,,,,,,,,,,
734,0,Achilles heel,talón de Aquiles,,talón de Aquiles,,,telón de fondo,salto de agua,televidente,,,,,,,,,,,3,,,,,,,,,,,,
736,0,Achilles tendon,tendón de Aquiles,,tendón de Aquiles,,,terrón de azucar,tener en jaque,tromba de agua,,,,,,,,,,,3,,,,,,,,,,,,
743,6,achromatic,acromático,,acromático,,,acrobático,automático,axiomático,,,,,,,1,,,,3,,,,,,,,,,,,
748,6,acid,ácido, agrio; acerbo, mordaz,,ácido,,,dulce,picante,amargo,,,,,,,1,,,24:30.6,3,,,,,,,,,,
755,0,acid test,examen crucial, experimento decisivo,,examen crucial,,,enajenación,exageración,exigencia,,,,,,,,,,,3,,,,,,,,,,,
757,6,acidic,ácido,,ácido,,,árido,ávido,áureo,,,,,,,1,,,,3,,,,,,,,,,,,
759,8,acidify,acidificar,,acidificar,,,acariciar,acudir,acudir a,,,,,,,1,,,,3,,,,,,,,,,,,
761,1,acidity,acidez,,acidez,,,aridez,avidez,asidero,,,,,,,1,,,,3,,,,,,,,,,,,
776,8,acknowledge,reconocer, admitir; reconocer,,reconocer,,,reconstruir,recolectar,reconciliar,,,,,,,1,,,,3,,,,,,,,,,,
778,6,acknowledged,reconocido, renombrado; incuestionable,,reconocido,,,reconocible,recreativo,renombrado,,,,,,,1,,,,3,,,,,,,,,,,
780,1,acknowledgment,reconocimiento; agradecimiento,,reconocimiento,,,encarecimiento,reconversión,encharcamiento,,,,,,,1,,,,3,,,,,,,,,,,,
782,0,ACLU,Unión Estadounidense por las Libertades Civiles,,Unión Estadounidense por las Libertades Civiles,,,unión,unidad,avión,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,,,
783,1,acme,colmo, apogeo, cuspide,,colmo,,,cosmos,convoy,clamor,,,,,,,1,,,,3,,,,,,,,,,
784,1,acne,acné,,acné,,,arnés,arcén,andén,,,,,,,1,,,,3,,,,,,,,,,,,
785,6,acoelomate,acelomado,,acelomado,,,acalorado,acelerado,acendrado,,,,,,,1,,,,3,,,,,,,,,,,,
786,1,acolyte,acólito,,acólito,,,acierto,apetito,acápite,,,,,,,1,,,,3,,,,,,,,,,,,
788,1,acorn,bellota,,bellota,,,belleza,billete,baldosa,,,,,,,1,,,,3,,,,,,,,,,,,
793,6,acoustic,acustico,,acustico,,,acuático,acústico,ajustado,,,,,,,1,,,,3,,,,,,,,,,,,
795,1,acoustic guitar,guitarra acústica,,guitarra acústica,,,generalización,guardaespaldas,multiplicación,,,,,,,,,,,3,,,,,,,,,,,,
800,1,acoustics,acustica,,acustica,,,acústica,acantilado,aceitera,,,,,,,1,,,,3,,,,,,,,,,,,
803,8,acquaint,enterar, informar; familiarizar,,enterar,,,enterarse,encerar,encarar,,,,,,,1,,,,3,,,,,,,,,,,
804,1,acquaintance,conocimiento; conocido, -da,,conocido,,advanced nouns,cumplimiento,renacimiento,contendiente,,,,,,,1,                              ,,30:56.1,3,,,,,,,,,,,
806,6,acquainted,conocido,,conocido,,,torcido,entumecido,adquirido,,,,,,,,,,24:07.9,0,,,,,,,,,,,,
807,8,acquiesce,consentir, conformarse,,consentir,,,denegar,adquirir,reconocer,,,,,,,1,,,43:57.1,3,,,,,,,,,,,
808,1,acquiescence,consentimiento, aquiescencia,,consentimiento,,,convencimiento,compartimiento,presentimiento,,,,,,,1,,,,3,,,,,,,,,,,
811,8,acquire,adquirir, obtener,,obtener,,verb,prestar,vestir,perder,,,,,,,1,                              ,,37:02.4,3,,,,,,,,,,,
813,1,acquired immune deficiency syndrome,síndrome de inmunodeficiencia adquirida,,síndrome de inmunodeficiencia adquirida,,,tenedor de libross tenedo,darle atole con el dedo,prepararle una encerrona,,,,,,,,,,,3,,,,,,,,,,,,
814,0,acquired taste,gusto adquirido,,gusto adquirido,,,sexto sentido,punto final,opción,,,,,,,,,,41:39.6,2,,,,,,,,,,,,
816,1,acquisition,adquisición,,adquisición,,,inquisición,adivinación,adscripción,,,,,,,1,,,,3,,,,,,,,,,,,
817,6,acquisitive,adquisitivo, codicioso,,adquisitivo,,,inquisitivo,adquirido,acumulativo,,,,,,,1,,,,3,,,,,,,,,,,
819,8,acquit,absolver, exculpar,,absolver,,,absorber,disolver,resolver,,,,,,,1,,,,3,,,,,,,,,,,
820,1,acquittal,absolución, exculpación,,absolución,,abstract nouns,resolución,absolutismo,disolución,,,,,,,1,                              ,,24:50.3,3,,,,,,,,,,,
822,1,acre,acre,,acre,,,acceso,aire,arreos,,,,,,,1,,,,3,,,,,,,,,,,,
823,1,acreage,superficie en acres,,superficie en acres,,,sumersión,superávit,superior,,,,,,,1,,,,3,,,,,,,,,,,,
826,6,acrid,acre; acre, mordaz,,acre,,,aéreo,agresor,agreste,,,,,,,1,,,,3,,,,,,,,,,,
830,6,acrimonious,áspero, cáustico, sarcástico,,áspero,,,esperanzado,esperanzador,esperpéntico,,,,,,,1,,,,3,,,,,,,,,,
831,1,acrimony,acrimonia,,acrimonia,,,achicoria,antimonio,acrobacia,,,,,,,1,,,,3,,,,,,,,,,,,
835,1,acrobat,acróbata, saltimbanqui,,acróbata,,,arrebato,abrelatas,acrobacia,,,,,,,1,,,,3,,,,,,,,,,,
836,6,acrobatic,acrobático,,acrobático,,,automático,axiomático,antipático,,,,,,,,,,,3,,,,,,,,,,,,
837,1,acrobatics,acrobacia,,acrobacia,,,aprobación,arrobamiento,abrogación,,,,,,,1,,,,3,,,,,,,,,,,,
847,1,acronym,acrónimo,,acrónimo,,,antónimo,acrílico,acróbata,,,,,,,1,,,,3,,,,,,,,,,,,
849,1,acrophobia,acrofobia,,acrofobia,,,acrimonia,acrobacia,achicoria,,,,,,,1,,,,3,,,,,,,,,,,,
850,1,acropolis,acrópolis,,acrópolis,,,acupuntura,agricultura,acrobacia,,,,,,,,,,47:46.7,2,,,,,,,,,,,,
852,10,across,al través; a través, del otro lado; de ancho,,a través,,,alrededor,lejos,temprano,,,,,,,1,,,32:12.2,3,,,,,,,,,,,
855,6,across-the-board,que cubre todos los aspectos; a lo largo y ancho,,que cubre todos los aspectos,,,quedarseeciego,pedirrprestado,huevossrevueltos,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,,,
856,1,acrostic,acróstico,,acróstico,,,acústica,agosto,agua,,,,,,,,,,48:33.5,2,,,,,,,,,,,,
859,1,acrylic,acrílico,,acrílico,,,acrónimo,acrobacia,acertijo,,,,,,,1,,,,3,,,,,,,,,,,,
863,1,act,acto, hecho, acción; ley, decreto; acto (en una obra de teatro), numero (en un espectáculo); fingimiento,,acto,,,actor,reacción,impulso,,,,,,,1,,,29:32.5,3,,,,,,,,
866,0,act of faith,acto de fe,,acto de fe,,,acto seguido,autorretrato,arma de fuego,,,,,,,,,,,3,,,,,,,,,,,,
867,0,act of God,fuerza mayor, desastre natural,,fuerza mayor,,,falsificador,funeraria,fungicida,,,,,,,,,,,3,,,,,,,,,,,
869,8,act out,causar problemas; llevar a cabo, representar,,llevar a cabo,,,llevar,llegar a,llevarse,,,,,,,,,,,3,,,,,,,,,,,
870,8,act up,(informal) no andar bien; (británico, informal) tener una rabieta, portarse mal,,no andar bien,,,correr sin parar,dar por terminado,actuar,,,,,,,,,,05:44.0,2,,,,,,,,,,
872,1,ACTH,hormona adrenocorticotropa,,hormona adrenocorticotropa,,,horror,horma,horcón,,,,,,,1,,,,3,,,,,,,,,,,,
873,1,actin,actina,,actina,,,actitud,antena,activo,,,,,,,1,,,,3,,,,,,,,,,,,
876,6,acting,interino,,interino,,,interior,indebido,indeciso,,,,,,,/a/acting01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
892,16,action,acción,,acción,,,ah,aleluya,alto,,,,,,,1,,,,3,,,,,,,,,,,,
902,6,actionable,procesable; demandable, actuable, justiciable,,procesable,,,previsible,preferible,procedente,,,,,,,1,,,,3,,,,,,,,,,
904,8,activate,activar,,activar,,,aceitar,achicar,achicarse,,,,,,,1,,,,3,,,,,,,,,,,,
907,1,activation,activación,,activación,,,aceptación,admiración,alteración,,,,,,,,,,,3,,,,,,,,,,,,
909,6,active,activo, en movimiento; vigoroso, enérgico; en actividad; vigente,,activo,,,altivo,aceitoso,acerbo,,,,,,,1,,,,3,,,,,,,,,,
917,10,actively,activamente, enérgicamente,,activamente,,,arriba,antemano,aprisa,,,,,,,,,,,3,,,,,,,,,,,
919,1,activism,activismo,,activismo,,,activista,alpinismo,altruismo,,,,,,,1,,,,3,,,,,,,,,,,,
920,1,activist,activista,,activista,,,actividad,alpinista,altruista,,,,,,,,,,,3,,,,,,,,,,,,
921,1,activity,actividad, movimiento; vigor, energía; actividad, ocupación,,actividad,,,autoridad,activista,natividad,,,,,,,1,,,,3,,,,,,,,,
923,1,actor,actor, artista,,actor,,art,acto,autor,autoría,,,,,,,1,                              ,,55:39.1,3,,,,,,,,,,,
924,1,actress,actriz,,actriz,,,acerico,acorazado,artritis,,,,,,,1,,,,3,,,,,,,,,,,,
926,6,actual,real, verdadero,,real,,,realista,repleto,reacio,,,,,,,1,,,,3,,,,,,,,,,,
928,1,actuality,realidad,,realidad,,,realización,realismo,cualidad,,,,,,,1,,,,3,,,,,,,,,,,,
929,8,actualize,actualizar,,actualizar,,,visualizar,verbalizar,normalizar,,,,,,,1,,,,3,,,,,,,,,,,,
930,10,actually,realmente,en realidad,,realmente,,,ricamente,raramente,netamente,,,,,,,1,,,,3,,,,,,,,,,,
931,6,actuarial,actuario,,actuario,,,actuarial,acaparador,adquirido,,,,,,,1,,,,3,,,,,,,,,,,,
933,1,actuary,actuario, -ria de seguros,,actuario,,,actuación,estuario,acusación,,,,,,,1,,,,3,,,,,,,,,,,
934,8,actuate,accionar,,accionar,,,acomodar,abotonar,acalorar,,,,,,,1,,,,3,,,,,,,,,,,,
937,1,acuity,agudeza,,agudeza,,,agujeta,aridez,avidez,,,,,,,1,,,,3,,,,,,,,,,,,
939,1,acumen,perspicacia,,perspicacia,,advanced nouns,mente,cerebro,angustia,,,,,,,1,                              ,,33:45.7,3,,,,,,,,,,,,
942,1,acupressure,acupresura,,acupresura,,,acupuntura,abolladura,ocurrencia,,,,,,,1,,,,3,,,,,,,,,,,,
943,1,acupuncture,acupuntura,,acupuntura,,,apicultura,avicultura,asignatura,,,,,,,1,,,,3,,,,,,,,,,,,
944,6,acute,agudo; perspicaz, sagaz; fino, muy desarrollado, agudo; grave,,grave,,advanced adjectives,relajado,aguado,simple,,,,,,,1,                              ,,49:17.1,3,,,,,,,,,
946,10,acutely,intensamente,,intensamente,,,inclusive,interín,antes que,,,,,,,,,,,3,,,,,,,,,,,,
947,1,acuteness,agudeza,,agudeza,,,agujeta,acedera,apoderado,,,,,,,,,,,3,,,,,,,,,,,,
952,1,ad,anuncio, aviso publicitario,,anuncio,,,atun,afán,agua,,,,,,,1,,,,3,,,,,,,,,,,
954,6,ad hoc,ad hoc, a propósito, para este propósito,,ad hoc,,,ancho,amoroso,amigo,,,,,,,1,,,,3,,,,,,,,,,
960,10,ad infinitum,hasta el infinito, hasta la eternidad,,hasta el infinito,,,hastaaauego,hasta ahora,hacia abajo,,,,,,,1,,,,3,,,,,,,,,,,
961,6,ad interim,interino,,interino,,,inteligente,inusual,importante,,,,,,,,,,31:03.5,0,,,,,,,,,,,,
979,1,adage,adagio, refrán, dicho,,adagio,,,adalid,amasio,amasijo,,,,,,,1,,,,3,,,,,,,,,,
983,1,Adam,Adam,,Adam,,,ademán,adagio,adalid,,,,,,,/a/adam0001.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
989,6,adamant,firme, categórico, inflexible,,firme,,abstract adjectives,absoluto,terco,aburrido,,,,,,,1,                              ,,36:01.5,3,,,,,,,,,,
991,6,adamantine,adamantino, diamantino,,adamantino,,,adelantado,atarantado,admirativo,,,,,,,1,,,,3,,,,,,,,,,,
992,8,adapt,adaptar, ajustar; adaptarse,,adaptar,,,adoptar,aceptar,apartar,,,,,,,1,,,,3,,,,,,,,,,,
993,1,adaptability,adaptabilidad, flexibilidad,,adaptabilidad,,,aceptabilidad,admisibilidad,accesibilidad,,,,,,,,,,,3,,,,,,,,,,,
994,6,adaptable,adaptable, amoldable,,adaptable,,,aceptable,adaptado,ajustable,,,,,,,1,,,,3,,,,,,,,,,,
995,1,adaptation,adaptación, modificación; versión,,adaptación,,,aceptación,admiración,aportación,,,,,,,1,,,,3,,,,,,,,,,,
996,1,adapter,adaptador,,adaptador,,,apartado,admirador,apostador,,,,,,,1,,,,3,,,,,,,,,,,,
997,1,adaption,adaptación,,adaptación,,,aceptación,admiración,aportación,,,,,,,1,,,,3,,,,,,,,,,,,
998,6,adaptive,adaptable, flexible,,flexible,,,atractivo,interesante,alucinante,,,,,,,,,,01:42.9,2,,,,,,,,,,,
1001,1,adaptor,adaptador,,adaptador,,,apartado,admirador,apostador,,,,,,,,,,,3,,,,,,,,,,,,
1007,8,add,añadir, agregar; sumar (en total); sumar,,añadir,,basic verbs,amar,atar,ajar,,,,,,,/GetSoundByMelingoID/1007,,,05:19.6,3,,,,,,,,,,,
1008,8,add insult to injury,(figurado) para colmo de males, poner sal en la herida, peor todavía,,para colmo de males,,,grabado al agua fuerte,hidrato de carbono,placa de matrícula,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,
1009,8,add up,sumar,,sumar,,phrasal verbs,pagar,deber,ocultar,,,,,,,1,                              ,,00:37.9,3,,,,,,,,,,,,
1010,8,add up to,suma total,,suma total,,,sumarse a,simpatizar,subastar,,,,,,,,,,,3,,,,,,,,,,,,
1016,1,addendum,apéndice,,apéndice,,,ademán,adecuación,adalid,,,,,,,1,,,17:23.1,3,,,,,,,,,,,,
1017,1,adder,víbora,,víbora,,,valor,vapor,vigor,,,,,,,1,,,,3,,,,,,,,,,,,
1020,1,addict,adicto, -ta,,adicto,,,afecto,adepto,adicción,,,,,,,1,,,,3,,,,,,,,,,,
1023,1,addiction,adicción, dependencia,,adicción,,,adopción,afección,aviación,,,,,,,1,,,,3,,,,,,,,,,,
1025,6,addictive,adictivo,,adictivo,,,adjetivo,adoptivo,afectivo,,,,,,,1,,,,3,,,,,,,,,,,,
1029,1,addition,adición, añadidura,,suma,,,resta,multiplicación,división,,,,,,,1,,,31:09.7,3,,,,,,,,,,,
1030,6,additional,extra, adicional,de más,,extra,,,extranjero,extravagante,extraoficial,,,,,,,1,,,,3,,,,,,,,,,
1031,10,additionally,además, adicionalmente,,además,,,adecuadamente,adondequiera,alegremente,,,,,,,1,,,,3,,,,,,,,,,,
1033,1,additive,aditivo,,aditivo,,,adivino,aditamento,adición,,,,,,,1,,,,3,,,,,,,,,,,,
1038,8,addle,confundir, enturbiar,,confundir,,,confiar,conocer,constar,,,,,,,1,,,,3,,,,,,,,,,,
1040,1,add-on,plug-in, aplicación complementaria,,plug-in,,,pingüino,plagio,plaga,,,,,,,1,,,,3,,,,,,,,,,,
1041,1,address,discurso, alocución; dirección (de una residencia, etc.),,dirección,,,calle,piso,edificio,,,,,,,1,,,32:12.4,3,,,,,,,,,,
1044,1,addressee,destinatario, -ria,,destinatario,,,destilador,destinación,destructor,,,,,,,1,,,,3,,,,,,,,,,,
1045,8,adduce,aducir,,aducir,,,acudir,adquirir,aludir,,,,,,,1,,,,3,,,,,,,,,,,,
1057,6,adenoid,adenoide, pólipo,,adenoide,,,ajeno de,ajeno a,ajeno,,,,,,,1,,,,3,,,,,,,,,,,
1060,1,adenoma,adenoma,,adenoma,,,adenoides,adentros,acetona,,,,,,,1,,,,3,,,,,,,,,,,,
1070,6,adept,experto, hábil,,experto,,,externo,extinto,extenso,,,,,,,1,,,,3,,,,,,,,,,,
1072,1,adequacy,cantidad suficiente,,cantidad suficiente,,,cantidad,castidad,cantina,,,,,,,1,,,,3,,,,,,,,,,,,
1073,6,adequate,adecuado, suficiente; adecuado, aceptable,,adecuado,,,afectado,adaptado,acertado,,,,,,,1,,,,3,,,,,,,,,,
1074,10,adequately,suficientemente, apropiadamente,,suficientemente,,,sabiamente,seriamente,nuevamente,,,,,,,,,,,3,,,,,,,,,,,
1077,8,adhere,pegarse, adherirse,,pegarse,,,pegar en,pelarse,pasarse,,,,,,,1,,,,3,,,,,,,,,,,
1078,1,adherence,adhesión, adherencia, observancia (de una ley, etc.),,adhesión,,,agresión,adhesivo,admisión,,,,,,,1,,,,3,,,,,,,,,
1080,6,adherent,adherente, adhesivo, pegajoso,,adherente,,,coherente,adyacente,anhelante,,,,,,,1,,,,3,,,,,,,,,,
1083,1,adhesion,adhesión,,adhesión,,,agresión,adhesivo,admisión,,,,,,,1,,,,3,,,,,,,,,,,,
1084,6,adhesive,adhesivo,,adhesivo,,,agresivo,adjetivo,adoptivo,,,,,,,1,,,,3,,,,,,,,,,,,
1091,16,adieu,adiós; (anticuado) vaya con Dios, hasta más ver,,adiós,,,ayuda,ansiedad,antigüedad,,,,,,,,,,51:57.4,2,,,,,,,,,,,
1097,6,adipose,adiposo,,adiposo,,,animoso,arenoso,astroso,,,,,,,1,,,,3,,,,,,,,,,,,
1103,2,Addis Abeba,Addis Abeba,,Addis Abeba,,,apoyacabezas,arbitraje,admisión,,,,,,,                              ,,,25:08.1,3,,,,,,,,,,,,
1107,6,adjacent,adyacente, colindante, contiguo,,adyacente,,,adherente,atrayente,asistente,,,,,,,1,,,,3,,,,,,,,,,
1111,1,adjective,adjetivo,,adjetivo,,,adhesivo,objetivo,abrasivo,,,,,,,1,,,,3,,,,,,,,,,,,
1112,8,adjoin,lindar con, colindar con,,lindar con,,,lindar,lisiar,listar,,,,,,,1,,,,3,,,,,,,,,,,
1114,6,adjoining,contiguo, colindante,,contiguo,,,continuo,contagioso,contento,,,,,,,,,,,3,,,,,,,,,,,
1116,8,adjourn,aplazarse; levantar, suspender,,aplazarse,,,aplacarse,aplicarse,aclararse,,,,,,,1,,,,3,,,,,,,,,,,
